age;race;earnwke;employed;unemployed;married;union;ne_states;so_states;ce_states;we_states;government;private;self;educ_lths;educ_hs;educ_somecol;educ_aa;educ_bac;educ_adv;female
53;1;448;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
44;1;700;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
48;1;2115.38;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
52;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1
29;1;480;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
28;1;704;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
34;1;742.5;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
52;1;;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
49;1;500;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
24;1;55;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
26;1;600;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
48;1;1538;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1
39;1;400;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
38;1;1112.4;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
63;3;;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
62;3;980;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1
36;1;260;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
54;1;1096;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1
39;1;1292;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
33;1;692;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
63;2;840;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
29;1;807.5;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
32;1;524.4;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
48;1;980.76;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
23;1;660;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1
28;1;769.23;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
27;1;550;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
48;1;;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0
51;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
44;1;1461.53;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
53;1;314;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
53;1;1346.15;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0
38;1;2403;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
50;1;1230.76;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
63;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
46;1;950;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0
45;1;883;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1
45;1;520;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
42;1;600;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
53;1;673;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
42;1;;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
50;1;1057.69;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1
20;1;280;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
24;1;300;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
22;1;300;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
31;1;576.92;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
45;1;850;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
29;1;961.53;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
33;1;2884.61;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
62;1;200;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
49;1;760;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1
55;1;2275;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1
58;1;1038;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
56;1;712;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
54;1;945.72;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
59;1;401.6;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
50;1;817.3;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1
40;1;967.5;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
41;1;740;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
42;1;479.6;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
41;1;1750;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
40;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1
60;1;576.92;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
20;1;187;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
40;2;576.92;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0
43;2;1442.3;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
26;1;961.53;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
23;1;2884.61;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
52;1;2240;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
50;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1
38;1;519.23;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
45;3;;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0
59;1;494;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1
33;1;500;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
53;2;360;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
26;1;369.23;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
32;1;646;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
45;1;360;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1
55;2;;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
24;3;1250;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
38;1;1096.15;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0
38;1;750;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
41;3;;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
41;1;480;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1
40;3;230.76;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
36;1;200;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
56;1;589.5;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1
54;1;1400;0;1;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
51;1;545.6;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
37;1;576;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
47;1;514;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
37;1;1061.53;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0
32;1;500;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
36;2;600;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;1
58;1;1523;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
43;1;895;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0
59;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
49;1;900;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
41;1;270;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
49;1;400;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0
28;1;969.23;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
29;1;923.07;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1
18;1;92;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
54;1;500;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
60;1;480;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
28;2;846.15;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
52;1;808;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
50;1;408.1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
25;1;961;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
40;1;1923.07;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0
39;1;480.76;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
49;1;826;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0
44;1;440;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
29;1;903.6;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
49;1;557.69;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
60;1;480;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
32;1;961;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
33;1;615.38;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
48;1;2884;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
47;1;1140.05;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
44;1;506.8;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
57;1;1055.2;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
57;1;1098;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
29;1;;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
60;1;388.5;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
62;1;1250;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0
39;1;144;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
43;2;;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0
41;1;1600;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
33;1;630;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
28;1;692.3;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1
60;1;386.75;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
21;1;400;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
37;1;876;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0
33;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
37;1;914;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0
32;1;416.25;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
37;1;;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
33;1;250;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1
54;3;1550;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0
51;3;500;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1
31;1;535.6;1;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
58;3;653.84;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
52;1;1730;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
19;1;800;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
56;1;1200;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
26;3;576.92;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
24;2;288.46;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
54;1;945;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0
53;1;734.5;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1
18;1;140;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1
55;1;1527;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
53;1;846.8;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
49;1;320;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
57;1;581.75;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
39;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
40;1;425;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
22;1;440;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
22;1;480;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
61;1;1076;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0
33;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
35;1;1538.46;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
36;1;1461.53;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
57;1;786;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
60;1;972.5;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1
35;2;865;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
30;2;366;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
51;1;1140;1;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
45;3;;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1
49;1;1292.3;1;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1
52;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
48;1;400;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1
45;1;49.21;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
49;3;2307.69;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
41;1;;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
46;1;750;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
45;1;800;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
62;1;576.92;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
44;2;1040;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
46;1;792.18;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
56;1;480;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
53;1;1200;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
50;2;266;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
21;3;168;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
23;1;480;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0
23;1;460.4;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
33;1;1538;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
37;1;780;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1
27;3;1076.8;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0
33;1;315;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
37;1;750;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
32;1;1096.15;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1
44;1;1057.69;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
38;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1
50;2;1346.15;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
52;2;1865.38;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
59;1;673.07;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0
51;3;1634.61;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
40;3;2211.53;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1
51;2;439.43;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1
56;2;415.38;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0
53;1;942;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
54;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1
19;1;60;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
42;1;759.61;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
49;1;2423.07;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0
50;1;707.2;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
49;1;140;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
42;1;506.25;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0
41;1;630;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0
44;1;384;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
28;3;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
26;3;865.38;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
59;1;297.5;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
25;1;92.3;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
23;1;357.2;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
47;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1
46;3;1615.38;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
46;3;865.38;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
51;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
50;1;;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1
62;1;865.38;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1
44;1;2403.84;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
41;1;306;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0
39;1;490;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
29;1;804.75;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
43;1;;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1
58;1;;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
56;1;1527.77;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1
50;1;2884.61;1;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0
20;1;138;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
21;1;96;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
45;1;1038.46;1;0;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1
18;1;200;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1
59;1;600;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0
30;1;769.23;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1
59;1;550;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
31;1;1730.76;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
29;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1
59;3;150;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1
60;3;;0;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
55;1;1250;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
29;2;250;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1
50;1;;1;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
19;1;150;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1
48;1;;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1
24;1;607.5;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
20;2;384.8;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
20;2;400.9;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
43;2;610;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1
51;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
44;1;1346;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
37;1;412;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
26;1;500;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
25;1;400;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
58;1;1846.15;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1
52;1;456;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1
21;1;202.5;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
49;1;757.89;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1
61;3;961;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
51;1;541;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
47;1;436.4;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
34;1;461.53;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1
53;1;320;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
63;1;800;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
60;1;448.5;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
40;1;;1;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0
36;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1
47;1;980.76;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0
42;1;692.3;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
47;1;400;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
48;1;1100;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0
52;1;673.07;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0
26;1;769.23;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1
43;1;;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0
35;1;1615.38;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
33;1;310;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
52;1;1200;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
52;3;500;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0
55;1;1076.92;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0
51;1;1153.84;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1
57;1;384.61;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
63;1;577.1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
52;1;600;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1
40;1;651;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0
37;1;461.53;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
47;1;650;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0
50;1;340;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
43;1;;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1
28;1;769.23;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
49;3;800;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1
25;1;415.38;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1
37;1;725.09;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1
31;1;480;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
25;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1
36;1;576.92;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
45;1;923.07;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
51;1;1200;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
59;1;1040;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
59;1;1920;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1
34;1;;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0
34;1;807.69;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1
61;1;680;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
61;1;;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0
33;1;500;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
33;1;550;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;1
21;1;247.75;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1
45;1;1000;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0
43;1;525;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1
47;2;330;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1
36;1;1668;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0
29;1;520;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0
45;1;527.52;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1
47;1;576.92;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
60;1;;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
26;1;262.5;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0
26;1;640;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1
56;1;652;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
33;3;;1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
54;1;2080;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0
44;1;579.6;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
29;1;623;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1
50;1;615;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0
43;1;;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
37;1;;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
